"date_site","date","sites","temp_95","wb_temp_95","heat_index_95","rel_hum_95","temp_max","wb_temp_max","heat_index_max","rel_hum_max","temp_mn","wb_temp_mn","heat_index_mn","rel_hum_mn","temp_05","wb_temp_05","heat_index_05","rel_hum_05","habitat","location","date_orig","month","day","year","ext_95","ext_max","ext_95_day","ext_max_day","aci","ndsi","aci_nt","ndsi_nt","aci_day","ndsi_day","sc_count","amgo_n","amro_n","blja_n","cach_n","cawr_n","noca_n","rewo_n","tuti_n","amgo_asr","amro_asr","blja_asr","cach_asr","cawr_asr","noca_asr","rewo_asr","tuti_asr","amgo_morn","amro_morn","blja_morn","cach_morn","cawr_morn","noca_morn","rewo_morn","tuti_morn","amgo_mid","amro_mid","blja_mid","cach_mid","cawr_mid","noca_mid","rewo_mid","tuti_mid","amgo_eve","amro_eve","blja_eve","cach_eve","cawr_eve","noca_eve","rewo_eve","tuti_eve","amgo_n_1","amro_n_1","blja_n_1","cach_n_1","cawr_n_1","noca_n_1","rewo_n_1","tuti_n_1","amgo_asr_1","amro_asr_1","blja_asr_1","cach_asr_1","cawr_asr_1","noca_asr_1","rewo_asr_1","tuti_asr_1","amgo_morn_1","amro_morn_1","blja_morn_1","cach_morn_1","cawr_morn_1","noca_morn_1","rewo_morn_1","tuti_morn_1","amgo_mid_1","amro_mid_1","blja_mid_1","cach_mid_1","cawr_mid_1","noca_mid_1","rewo_mid_1","tuti_mid_1","amgo_eve_1","amro_eve_1","blja_eve_1","cach_eve_1","cawr_eve_1","noca_eve_1","rewo_eve_1","tuti_eve_1","vpd_kPa","ext_fact","ext_day_fact","ext_vpd","ext_day_vpd","ext_wbt","ext_day_wbt","loc_hab"
"2024-09-08_Forest3_SLR3",2024-09-08,"Forest3_SLR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forest","urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urban forest"
"2024-09-08_MuddyCreek_MC1",2024-09-08,"MuddyCreek_MC1",20.975,14.5611111111111,20.1111111111111,97.91,21.0555555555556,15,20.2222222222222,99,16.5043209876543,12.6641975308642,15.8814814814815,67.8633333333333,9.35277777777778,9.18611111111111,9.63611111111111,44.145,"forest","exurban","2024-09-08",9,8,2024,0,0,0,0,160.935584828466,0.471780911521418,163.116581242437,0.840015823480317,159.845086621481,0.287663455541969,36,0,0,7,1,55,148,25,0,0,0,7,1,52,140,25,0,0,0,1,0,27,76,14,0,0,0,3,1,12,65,0,0,0,0,3,0,16,2,11,0,0,1,7,3,60,153,11,2,0,1,7,3,58,136,8,2,0,0,5,2,27,121,6,2,0,1,0,1,16,31,0,0,0,0,2,0,17,0,5,0,0.605676995809009,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-09-08_NEON002_N2",2024-09-08,"NEON002_N2",21.1416666666667,15.1416666666667,20.2777777777778,100,21.2222222222222,15.5,20.3888888888889,100,16.2697530864198,12.841975308642,15.7956790123457,71.5933333333333,9.16666666666667,9.11111111111111,9.5,43.47,"forest","exurban","2024-09-08",9,8,2024,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.527440786782108,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-09-08_NEON007_N7",2024-09-08,"NEON007_N7",22.4861111111111,13.8888888888889,21.325,89.41,23.8333333333333,14.7777777777778,22.5,89.8,18.0185185185185,12.4938271604938,17.0456790123457,55.6244444444444,10.6361111111111,9.71666666666667,10.7222222222222,35.745,"open","exurban","2024-09-08",9,8,2024,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92039745495783,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban open"
"2024-09-08_NEON008_N8",2024-09-08,"NEON008_N8",23.1972222222222,14,21.7777777777778,81.74,24.1111111111111,14.8888888888889,22.6111111111111,84.2,18.3913580246914,12.3432098765432,17.2765432098765,52.1577777777778,11.4638888888889,9.87777777777778,11.3277777777778,33.4,"open","exurban","2024-09-08",9,8,2024,0,0,0,0,153.5802009317,0.55017187427325,152.97685740524,0.560234565376029,153.881872694929,0.54514052872186,36,0,0,9,3,36,15,0,2,0,0,9,3,34,15,0,2,0,0,6,2,34,15,0,2,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,30,0,65,16,0,0,1,0,30,0,57,10,0,0,1,0,12,0,62,15,0,0,0,0,16,0,1,1,0,0,0,0,2,0,2,0,0,0,1.01580288412132,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban open"
"2024-09-08_NEON009_N9",2024-09-08,"NEON009_N9",21.5361111111111,14.0611111111111,20.7222222222222,94.12,21.7777777777778,14.6666666666667,20.8888888888889,95.1,16.8376543209877,12.5141975308642,16.1382716049383,64.2366666666667,10.0805555555556,9.55,10.2166666666667,40.845,"forest","exurban","2024-09-08",9,8,2024,0,0,0,0,152.163151979962,-0.300138888243559,152.049986458554,0.0468043243008805,152.219734740666,-0.473610494515779,36,0,0,15,0,22,43,26,6,0,0,13,0,21,41,26,6,0,0,15,0,6,8,0,2,0,0,0,0,16,33,25,4,0,0,0,0,0,1,1,0,0,0,18,2,14,47,14,3,0,0,18,2,13,43,14,2,0,0,14,0,3,7,8,1,0,0,4,2,11,37,6,2,0,0,0,0,0,0,0,0,0.688455766564373,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-09-08_NEON017_N17",2024-09-08,"NEON017_N17",20.975,13.7777777777778,19.95,89.555,21.1111111111111,14.1111111111111,20.2777777777778,89.9,17.1364197530864,12.5,16.2518518518518,61.3522222222222,11.0555555555556,10.1666666666667,11.1111111111111,40.745,"forest","exurban","2024-09-08",9,8,2024,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.758204475979383,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-09-08_NEON018_N18",2024-09-08,"NEON018_N18",23.0305555555556,13.7277777777778,21.6722222222222,89.3,23.3333333333333,14.1666666666667,22,90.8,17.9845679012346,12.2543209876543,16.9641975308642,54.5922222222222,10.2111111111111,9.32777777777778,10.2666666666667,34.345,"open","exurban","2024-09-08",9,8,2024,0,0,0,0,159.058201795914,0.804295209721376,155.827302348417,0.727345742252044,160.673651519663,0.842769943456043,36,18,1,25,1,38,173,4,3,18,1,25,1,35,115,4,3,0,1,14,1,26,150,4,3,18,0,5,0,3,12,0,0,0,0,6,0,9,11,0,0,0,0,11,0,29,81,0,2,0,0,11,0,25,57,0,2,0,0,1,0,23,51,0,2,0,0,10,0,4,4,0,0,0,0,0,0,2,26,0,0,0.939798274525236,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban open"
"2024-09-08_NEON019_N19",2024-09-08,"NEON019_N19",21.3638888888889,15.1416666666667,20.7527777777778,93.9,23.7777777777778,15.6111111111111,22.5,95.1,17.0203703703704,13.4012345679012,16.5666666666667,69.7211111111111,10.7472222222222,10.1111111111111,10.9388888888889,46.19,"forest","exurban","2024-09-08",9,8,2024,0,0,0,0,151.944778644926,0.811424533937148,152.004399122374,0.794264455127905,151.914968406203,0.82000457334177,36,0,0,0,4,5,45,16,0,0,0,0,4,5,38,16,0,0,0,0,1,4,36,9,0,0,0,0,3,1,0,7,0,0,0,0,0,0,9,0,0,2,0,17,16,12,19,14,0,2,0,17,16,12,18,14,0,2,0,16,16,11,1,11,0,0,0,0,0,1,18,3,0,0,0,1,0,0,0,0,0,0.589670848508809,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-09-08_Open_SMO9",2024-09-08,"Open_SMO9",23.2777777777778,13.8388888888889,21.8388888888889,97.12,23.7777777777778,14.2777777777778,22.2222222222222,97.7,18.1604938271605,12.0333333333333,17.1358024691358,52.7577777777778,9,8.71666666666667,9.21666666666667,33.89,"open","urban","2024-09-08",9,8,2024,0,0,0,0,157.599319697907,-0.0758614340919403,154.945382854288,0.346251232087476,158.926288119717,-0.286917767181648,36,0,0,15,0,32,224,0,0,0,0,15,0,32,185,0,0,0,0,15,0,29,97,0,0,0,0,0,0,0,87,0,0,0,0,0,0,3,40,0,0,2,0,19,0,1,178,8,1,2,0,19,0,1,154,8,0,2,0,17,0,0,85,7,1,0,0,0,0,1,83,0,0,0,0,2,0,0,10,1,0,0.988636679636777,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-09-08_Open1_SLO1",2024-09-08,"Open1_SLO1",24.2638888888889,8.27777777777778,8.66666666666667,100,29.5,8.27777777777778,8.66666666666667,100,11.9351851851852,8.27777777777778,8.66666666666667,100,8.33333333333333,8.27777777777778,8.66666666666667,100,"open","urban","2024-09-08",9,8,2024,0,0,0,0,160.415103507933,0.076255277016573,155.90844322711,0.250576836020961,162.668433648345,-0.010905502485621,36,0,0,14,0,38,267,0,1,0,0,14,0,33,240,0,1,0,0,14,0,19,121,0,1,0,0,0,0,19,102,0,0,0,0,0,0,0,44,0,0,4,0,12,0,10,179,1,0,4,0,0,0,1,164,1,0,2,0,5,0,9,102,0,0,1,0,0,0,0,36,1,0,1,0,0,0,1,41,0,0,0,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-09-08_Overlook_SMO6",2024-09-08,"Overlook_SMO6",24.5555555555556,15.1111111111111,23,95.22,24.8888888888889,15.6111111111111,23.5,96.6,18.9493827160494,12.6123456790123,17.8333333333333,51.8511111111111,9.13611111111111,8.71666666666667,9.32777777777778,34.445,"open","urban","2024-09-08",9,8,2024,0,0,0,0,153.834770976211,-0.029517594892155,154.838315603378,0.640686618332784,153.332998662628,-0.364619701504625,36,0,2,1,0,7,35,3,0,0,0,1,0,7,11,3,0,0,2,1,0,5,28,3,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,14,0,0,0,1,0,0,1,13,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1.05863426454247,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-09-08_Pool_SMP11",2024-09-08,"Pool_SMP11",20.8638888888889,13.7277777777778,19.8888888888889,93.8,21.0555555555556,14.1111111111111,20.2222222222222,94.1,16.3611111111111,11.8987654320988,15.3993827160494,62.0588888888889,9.46944444444444,8.93888888888889,9.61111111111111,43.835,"forest","urban","2024-09-08",9,8,2024,0,0,0,0,157.441785001542,0.622706582339344,157.742057109123,0.790216652477299,157.291648947752,0.538951547270367,36,0,0,29,0,17,102,0,4,0,0,29,0,17,101,0,4,0,0,29,0,0,31,0,4,0,0,0,0,17,70,0,0,0,0,0,0,0,1,0,0,0,0,19,3,15,62,0,0,0,0,19,3,15,56,0,0,0,0,0,0,0,40,0,0,0,0,19,3,15,22,0,0,0,0,0,0,0,0,0,0,0.708583981817874,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban forest"
"2024-09-08_SweetHope_SH4",2024-09-08,"SweetHope_SH4",20.5,12.6416666666667,19.1722222222222,85.22,20.6666666666667,13.1111111111111,19.3888888888889,86.2,16.9962962962963,11.3716049382716,15.7203703703704,53.4111111111111,10.3027777777778,9,10.2777777777778,37.835,"open","urban","2024-09-08",9,8,2024,0,0,0,0,150.213774358673,0.534239801705261,150.171411852519,0.533741266974098,150.23495561175,0.534489069070843,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905919332461117,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-09-09_Back_LGB1",2024-09-09,"Back_LGB1",25.6472222222222,15,23.8138888888889,73.91,26.4444444444444,15.6111111111111,24.7222222222222,77.8,19.8253086419753,12.6364197530864,18.5074074074074,45.9733333333333,10.6666666666667,8.43888888888889,10.2777777777778,30.845,"open","urban","2024-09-09",9,9,2024,0,0,0,0,154.09644044977,0.253264590670332,154.978683618832,0.820787287042261,153.65531886524,-0.0304967575156325,36,14,1,7,0,0,19,0,1,14,1,7,0,0,19,0,1,1,0,7,0,0,11,0,0,0,0,0,0,0,1,0,1,13,1,0,0,0,7,0,0,41,5,8,0,1,91,1,0,41,5,8,0,1,91,1,0,9,5,4,0,1,19,0,0,17,0,0,0,0,67,1,0,15,0,4,0,0,5,0,0,1.25439980618345,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-09-09_Classroom_SMC7",2024-09-09,"Classroom_SMC7",24.0055555555556,14.3388888888889,22.3888888888889,69.755,24.4444444444444,14.8888888888889,22.8888888888889,72.3,20.0555555555556,12.8302469135802,18.7654320987654,45.1833333333333,12,9.16666666666667,11.4888888888889,31.635,"forest","urban","2024-09-09",9,9,2024,0,0,0,0,152.736095712733,0.116762573537092,153.02689254583,0.639347179286888,152.590697296184,-0.144529729337807,36,0,4,14,0,10,46,7,10,0,2,14,0,10,39,4,10,0,4,12,0,10,43,4,8,0,0,0,0,0,2,0,1,0,0,2,0,0,1,3,1,1,0,1,0,38,40,5,8,1,0,1,0,38,36,5,8,0,0,0,0,18,24,4,0,1,0,1,0,20,11,1,0,0,0,0,0,0,5,0,8,1.29102750435486,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban forest"
"2024-09-09_Forest2_SLF2",2024-09-09,"Forest2_SLF2",27.4444444444444,17.2777777777778,26.0611111111111,92.455,27.6111111111111,17.7222222222222,26.3888888888889,93.7,20.6956790123457,14.1876543209877,19.7716049382716,53.3044444444444,10,9.32777777777778,10.1361111111111,34.235,"forest","urban","2024-09-09",9,9,2024,0,0,0,0,155.404656331953,0.671992138074342,152.485911270068,0.860644129518467,156.864028862896,0.577666142352279,36,0,0,14,0,2,65,5,3,0,0,14,0,0,64,5,3,0,0,6,0,2,56,1,2,0,0,7,0,0,1,4,1,0,0,1,0,0,8,0,0,1,0,33,7,34,55,9,4,1,0,33,7,34,55,9,4,1,0,8,0,14,9,9,1,0,0,24,7,9,38,0,0,0,0,1,0,11,8,0,3,1.14410112022352,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban forest"
"2024-09-09_Forest3_SLR3",2024-09-09,"Forest3_SLR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forest","urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urban forest"
"2024-09-09_MuddyCreek_MC1",2024-09-09,"MuddyCreek_MC1",23.5888888888889,15.8444444444444,22.4555555555556,98.2,23.7222222222222,16.8888888888889,22.6111111111111,98.5,17.8514357053683,13.6242197253433,17.4194756554307,67.2707865168539,8.27777777777778,8.11111111111111,8.5,39.54,"forest","exurban","2024-09-09",9,9,2024,0,0,0,0,157.715260327061,0.289023641202457,159.298294199247,0.605662301485784,156.923743390968,0.130704311060793,36,0,1,7,3,60,153,11,2,0,1,7,3,58,136,8,2,0,0,5,2,27,121,6,2,0,1,0,1,16,31,0,0,0,0,2,0,17,0,5,0,0,0,1,3,86,102,13,1,0,0,1,3,72,97,13,1,0,0,1,3,54,47,1,1,0,0,0,0,29,21,1,0,0,0,0,0,3,32,11,0,0.671740757267257,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-09-09_NEON002_N2",2024-09-09,"NEON002_N2",23.9444444444444,16.4555555555556,22.7777777777778,99.8,24.1111111111111,16.7222222222222,23,100,18.0106117353308,13.8620474406991,17.6123595505618,68.5325842696629,8.68888888888889,8.61111111111111,9,36.16,"forest","exurban","2024-09-09",9,9,2024,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,1,19,16,13,0,0,0,6,1,9,16,13,0,0,0,0,1,15,1,10,0,0,0,6,0,4,8,2,0,0,0,0,0,0,7,1,0,0.652344141738436,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-09-09_NEON007_N7",2024-09-09,"NEON007_N7",25.6972222222222,15.5611111111111,24,88.12,26.5555555555556,16.2777777777778,24.8888888888889,90.6,20.1141975308642,13.637037037037,19.0512345679012,52.1733333333333,10.4333333333333,9.43888888888889,10.4888888888889,31.135,"open","exurban","2024-09-09",9,9,2024,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,19,2,30,16,13,3,0,0,18,2,15,1,13,3,1,0,10,2,25,16,11,3,0,0,9,0,5,0,1,0,0,0,0,0,0,0,1,0,1.13049610659108,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban open"
"2024-09-09_NEON008_N8",2024-09-09,"NEON008_N8",26.9805555555556,16.2222222222222,25.1722222222222,85.055,27.9444444444444,17,26.2222222222222,86.5,21.1074074074074,13.9462962962963,19.9555555555556,48.7733333333333,9.72222222222222,8.5,9.66666666666667,29.89,"open","exurban","2024-09-09",9,9,2024,0,0,0,0,153.815589072334,0.579999856354071,152.795619607285,0.650743114754839,154.325573804858,0.544628227153687,36,1,0,30,0,65,16,0,0,1,0,30,0,57,10,0,0,1,0,12,0,62,15,0,0,0,0,16,0,1,1,0,0,0,0,2,0,2,0,0,0,4,0,8,2,43,1,0,0,4,0,8,2,37,1,0,0,4,0,8,2,39,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1.28730613822227,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban open"
"2024-09-09_NEON009_N9",2024-09-09,"NEON009_N9",24.3666666666667,16,22.8444444444444,95.46,24.6111111111111,16.3888888888889,23.1111111111111,95.9,18.2615480649189,13.4912609238452,17.6541822721598,63.7685393258427,8.72222222222222,8.27777777777778,8.88888888888889,35.84,"forest","exurban","2024-09-09",9,9,2024,0,0,0,0,155.531273165229,-0.178703178261466,153.010941266637,0.0942947734489036,156.791439114525,-0.31520215411665,36,0,0,18,2,14,47,14,3,0,0,18,2,13,43,14,2,0,0,14,0,3,7,8,1,0,0,4,2,11,37,6,2,0,0,0,0,0,0,0,0,0,1,21,0,11,58,8,3,0,1,21,0,10,58,8,3,0,0,12,0,5,43,4,0,0,1,8,0,6,11,4,3,0,0,1,0,0,4,0,0,0.763040578613554,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-09-09_NEON017_N17",2024-09-09,"NEON017_N17",23.9444444444444,15.1666666666667,22.5611111111111,85.41,24.1666666666667,15.6666666666667,22.6111111111111,86.2,19.1598765432099,13.6425925925926,18.4043209876543,57.3477777777778,11.7472222222222,10.2777777777778,11.7222222222222,35.735,"forest","exurban","2024-09-09",9,9,2024,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15,1,13,20,2,3,0,0,14,1,13,20,2,3,0,0,1,0,13,0,2,1,0,0,0,0,0,0,0,1,0,0,14,1,0,20,0,1,0.95017495613181,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-09-09_NEON018_N18",2024-09-09,"NEON018_N18",26.4194444444444,15.5611111111111,24.5611111111111,89.21,27.2222222222222,16,25.2222222222222,90.8,20.6851851851852,13.5,19.5067901234568,48.68,9.46944444444444,8.61111111111111,9.55,28.435,"open","exurban","2024-09-09",9,9,2024,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,11,0,29,81,0,2,0,0,11,0,25,57,0,2,0,0,1,0,23,51,0,2,0,0,10,0,4,4,0,0,0,0,0,0,2,26,0,0,3,3,2,8,45,185,2,2,3,3,2,8,32,161,2,2,3,0,0,3,43,145,2,2,0,3,2,0,0,23,0,0,0,0,0,5,2,17,0,0,1.25659341418548,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban open"
"2024-09-09_NEON019_N19",2024-09-09,"NEON019_N19",23.8333333333333,17,23.0222222222222,94.8,26.5,17.2777777777778,25.5,95.4,18.4968789013733,14.5630461922597,18.1960049937578,69.2157303370787,9.93333333333333,9.5,10.2111111111111,42.52,"forest","exurban","2024-09-09",9,9,2024,0,0,0,0,153.91314924992,0.815106606377797,153.933413575582,0.872346871668276,153.903017087089,0.786486473732558,36,2,0,17,16,12,19,14,0,2,0,17,16,12,18,14,0,2,0,16,16,11,1,11,0,0,0,0,0,1,18,3,0,0,0,1,0,0,0,0,0,3,0,29,4,1,25,34,9,3,0,29,4,1,23,34,9,0,0,14,0,1,25,20,0,3,0,15,4,0,0,12,9,0,0,0,0,0,0,2,0,0.657959199692353,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-09-09_Open_SMO9",2024-09-09,"Open_SMO9",26.0555555555556,14.8388888888889,24,78.285,26.5555555555556,15.1111111111111,24.5,80.8,20.7753086419753,12.9345679012346,19.3240740740741,43.9755555555556,10.6361111111111,8.71666666666667,10.3888888888889,26.445,"open","urban","2024-09-09",9,9,2024,0,0,0,0,156.055556205255,-0.0458244882668115,154.950636312365,0.386185958773058,156.608016151699,-0.261829711786746,36,2,0,19,0,1,178,8,1,2,0,19,0,1,154,8,0,2,0,17,0,0,85,7,1,0,0,0,0,1,83,0,0,0,0,2,0,0,10,1,0,1,0,0,0,9,239,21,0,1,0,0,0,9,234,21,0,0,0,0,0,0,107,12,0,0,0,0,0,2,121,9,0,1,0,0,0,7,11,0,0,1.3794182066794,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-09-09_Open1_SLO1",2024-09-09,"Open1_SLO1",29.6388888888889,18.3555555555556,28.5388888888889,75.13,31.4444444444444,18.8888888888889,30.2777777777778,78.2,22.7234042553191,15.2730496453901,21.7281323877069,47.5893617021277,14.8388888888889,12.3444444444444,14.3777777777778,32.74,"open","urban","2024-09-09",9,9,2024,0,0,0,0,159.783631221506,0.283530471501739,155.512053757009,0.400487278057274,161.919419953755,0.225052068223972,36,4,0,12,0,10,179,1,0,4,0,0,0,1,164,1,0,2,0,5,0,9,102,0,0,1,0,0,0,0,36,1,0,1,0,0,0,1,41,0,0,1,0,0,0,5,115,1,4,1,0,0,0,0,83,0,4,1,0,0,0,5,84,1,4,0,0,0,0,0,22,0,0,0,0,0,0,0,9,0,0,1.45356698126679,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-09-09_Overlook_SMO6",2024-09-09,"Overlook_SMO6",27.1972222222222,15.95,25.3138888888889,73.175,27.7777777777778,16.1111111111111,25.7777777777778,76.1,21.5314814814815,13.3703703703704,20.0561728395062,42.3844444444444,10.9944444444444,8.61111111111111,10.55,27,"open","urban","2024-09-09",9,9,2024,0,0,0,0,154.055633591618,-0.148920929247898,155.399995395648,0.453563930600115,153.383452689603,-0.450163359171904,36,0,1,0,0,6,14,0,0,0,1,0,0,1,13,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,2,0,0,0,0,1,9,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,1.48599056977353,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-09-09_Pool_SMP11",2024-09-09,"Pool_SMP11",23.2222222222222,14.8888888888889,22,75.7,23.4444444444444,15.3888888888889,22.3888888888889,76.4,18.7358024691358,12.95,17.7845679012346,53.9377777777778,11.1916666666667,8.82777777777778,10.7472222222222,37.445,"forest","urban","2024-09-09",9,9,2024,0,0,0,0,157.700489028104,0.62022959369496,155.428937801728,0.773448565920024,158.836264641292,0.543620107582428,36,0,0,19,3,15,62,0,0,0,0,19,3,15,56,0,0,0,0,0,0,0,40,0,0,0,0,19,3,15,22,0,0,0,0,0,0,0,0,0,0,0,0,39,4,20,85,0,3,0,0,39,4,20,85,0,3,0,0,7,0,0,39,0,1,0,0,25,3,20,0,0,2,0,0,7,1,0,46,0,0,0.999330783709903,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban forest"
